1.3433907,-1.1300478,-0.5215561,-1.2709223,-0.9521336,0.6248995,-1.6165894,1.372643,-0.63932896,-1.5954287,0.37655208,-1.5856247,1.0938492,0.25512564,-0.5703611,0.65257305,-0.35188365,-0.32184348,-0.47494176,2.4945927
0.1588272,0.41527563,0.56304836,0.33870998,-1.0697447,0.016110236,-0.18297593,1.212162,4.477946,-0.82789,1.7577353,-3.2698898,-0.9355546,0.27097696,-0.100801274,-1.0822734,-2.5465431,-1.6587108,-0.79689866,-1.9617829
-3.2047708,-0.92096645,-0.4644235,-0.08382918,0.9192643,0.8708092,0.37971258,-2.1643667,-0.6157259,0.38148978,0.6310927,-0.38468236,1.4894358,-0.18924671,-1.1683574,-0.951957,-0.89710075,-1.636834,-0.96694875,-3.1086032
-0.27213156,0.14735647,0.6616611,0.9073577,1.1886653,-0.3466982,0.81120825,0.8685126,0.63083243,-0.45203432,-0.0719384,1.7203982,-0.4908359,-0.8052591,-2.9099543,-0.29829016,0.83358496,1.7774539,-1.7994581,1.189085
-0.9712371,-0.7921417,-2.0262923,1.3800554,1.8375106,-0.119274214,1.0576178,0.0489351,0.71932226,-0.75336355,-0.5107388,-0.37191883,-1.8751119,-0.9122072,-2.4390125,-1.6841263,1.1516132,-0.22867699,-1.1907663,-0.7088506
0.54387623,-0.9638763,2.3523345,0.34598133,0.20742846,-1.0304734,0.6019524,-0.011666894,1.5424495,0.2848442,-0.30367112,0.24093659,0.6971526,-1.0599759,1.5278623,-0.35862064,-1.2906623,1.4099002,-2.332454,-0.78575593
-1.2841681,0.62534606,0.5312257,-0.8417476,-0.147149,3.7233882,-1.8922035,0.09538106,-1.3611355,-1.1757294,-0.41642553,-1.5026907,-3.1972113,-1.8255212,-3.7265048,-1.5201635,-2.960824,-2.0532713,-3.332601,-4.6095915
-0.8451226,0.70550495,-1.259104,-1.6961432,-0.59670377,0.05547297,0.25037268,-0.6478067,0.79464155,0.34806192,-1.1678927,-0.58099985,-0.49200732,-0.70311236,-0.20434536,-0.1286053,-1.3586779,1.6105846,-1.1034468,-1.8495623
0.15954068,0.5538308,0.94051766,0.838354,0.10635238,0.4155541,0.45801112,-0.21802126,-0.5209483,0.57036763,-0.025719825,-0.13923977,0.32899106,-0.8423811,1.6663649,-0.19088563,0.2129551,0.20033088,-0.6308004,-0.050983258
-1.1361653,-0.5367643,-1.9521593,-2.019728,3.1072478,-0.40265134,-1.3198386,-1.5232122,1.5498393,-2.1967866,-1.3882565,-2.693973,1.7475778,3.6350963,-2.79984,3.7962453,-1.1630135,0.4483249,-0.99549365,4.1688914
0.6433151,-0.15831693,0.89896864,0.5885782,0.3052425,0.26079234,0.18071821,0.66806537,-0.94138736,-0.37453184,0.56426126,0.84774023,-0.5538197,-0.3309179,-1.8628846,1.3181466,-1.387416,2.2829006,0.92215055,-0.81994754
