1.1727915,-0.85254514,0.16821645,-0.67801857,-0.6228745,0.8425349,-0.9312279,0.61552954,-0.7766709,-1.5225931,-0.3893151,-2.5276117,1.7678803,0.34512854,-0.4539665,0.14887838,-3.1918442,-2.1197,-2.675539,2.6306145
1.0615768,0.23753329,-1.492204,-3.9037764,-4.2028356,-1.7217864,-2.617876,3.0267847,3.6461678,-2.9650753,-1.9056575,-7.426046,-6.66138,-0.056686748,-3.621327,-1.9249455,-3.4340518,-4.4160323,-0.9742727,-3.3755176
-3.2683582,-2.1708586,-0.9680343,-0.7927138,0.30262354,0.06465007,0.74226016,-0.6057764,-0.4531312,0.2032952,-0.46944255,-2.7385256,-0.82773,-4.0379376,-4.862413,-5.535745,-6.1494904,-5.3191414,-5.5475483,-6.7953763
0.058784403,0.28912756,1.3889517,1.3203921,1.301562,-0.8287188,-0.3225725,-0.014546461,-0.09599442,-0.56657183,-0.82728493,9.809367,-1.0342346,-1.4694468,-3.5078602,-3.8925955,0.656,0.5809863,-3.50924,-3.5548265
-0.90592384,-0.420439,-1.3193731,4.1188045,4.8529096,-1.6915994,1.181865,-0.6532027,4.1455617,-1.6438586,-1.1655,1.5175693,-1.9018009,-0.9134953,-2.0847628,-1.7536609,4.964422,0.74143803,-5.136762,-3.0755172
0.21546467,-0.8255465,2.088234,0.5390093,0.550378,-0.6280036,0.95416164,-0.51391125,1.2413362,0.46551138,-1.8999256,-1.756138,-0.2338984,-3.461876,-0.4322338,-1.4625003,-3.9167383,0.06943883,-4.7384443,-2.8456674
-1.6449271,0.21346934,0.77116436,-0.37986493,-0.20991462,4.2265315,-2.4236317,-1.4300519,-3.1523159,-4.0190887,-3.4903257,-1.4159757,-3.855157,-3.375381,-3.6713943,-4.674012,-5.8482113,-3.6448195,-6.160676,-4.5663314
-1.0662112,0.3994997,-0.72055393,-1.0959139,-0.48091546,0.48472363,1.0326719,-0.33335114,0.8742054,0.84322345,-1.8945403,-2.0352566,-0.6574927,-2.1533918,-0.4781076,-1.4398823,-3.9393535,2.150898,-2.6573737,-2.6229146
-0.078106016,1.0413793,1.653854,0.9502274,0.09253249,-0.9395997,-0.007792416,-0.52049786,-1.1228485,0.7630184,0.40866253,1.5631063,0.6577394,0.77179277,3.5797534,1.0535388,0.14428139,-0.34355888,-0.18248232,1.1964195
1.1931319,-0.66796017,-5.342272,-8.378304,-4.681364,-6.5931034,-5.928468,-2.6045012,-0.72704625,-4.1424165,-6.2162523,2.3127458,-3.1980615,3.4874358,-0.9495236,1.1629784,7.4807515,1.5668519,6.071058,3.5140245
0.3918015,0.27429906,1.3729379,1.0859805,0.559962,0.08607277,-0.11462576,-0.20110747,-1.8427058,-0.7365008,-0.6626826,-1.5936723,-0.90614915,-0.4360426,-0.6272134,3.6207898,-3.7152696,4.4863,-0.0014534108,-0.95690113
